芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
万來妙子,まき たえこ,10月17日,兵庫県神戸市,親和高等女学校,,オンタイ,,1959年,
真白不二,ましろ ふじ,7月19日,大阪府,茨木高等女学校,万葉集巻三「田子之浦ゆ」から扶桑の空に輝く清楚な富士の姿の如くといって,ミコちゃん,,1957年,
三笠野萌子,みかさの もえこ,6月3日,兵庫県伊丹市,伊丹高等女学校,,コロちゃん,,1955年,
御門公子,みかど きみこ,9月18日,大阪府,尼崎市立高等女学校,本名より父が命名,シマダさん,,1954年,
三鈴町子,みすず まちこ,9月18日,大阪府大阪市,大阪女学院,日本舞踊名取名本名,ヨネちゃん,,1961年,改名後・三鈴寿子（みすず としこ）妹は折鶴千代
美竹しげる,みたけ しげる,2月22日,大阪府大阪市,相愛高等女学校,,牧間さん,,1965年,
南風洋子,みなかぜ ようこ,1月22日,兵庫県,第一神戸高等女学校,「南の風は暖かいからそんな雰囲気で広々とした舞台をつくるように」と堀正旗が命名,洋ちゃんノロちゃん,男役,1953年,俳優演出家・若杉光夫夫人娘は俳優・若杉民
御幸沙智子,みゆき さちこ,3月10日,大阪府大阪市,金蘭会高等女学校,父が命名,サチ坊キクイちゃん,娘役,1976年,
武蔵野萠,むさしの もえ,,,,,,,1950年,
八雲琴路,やぐも ことじ,2月1日,兵庫県神戸市,神戸山手高等女学校,近所の御宮に因む,ママ,,1953年,
矢車みつる,やぐるま みつる,3月25日,大阪府大阪市,大阪成蹊高等女学校,上級生が命名,ロスちゃん,,1951年,
八洲令子,やしま れいこ,8月5日,大阪府,豊中高等女学校,,レイコさん,,1959年,改名後・八州礼子（やしま れいこ）
山吹しのぶ,やまぶき しのぶ,,,,,,,1951年,
由比牧子,ゆい まきこ,12月14日,神奈川県横浜市,共立女学校,友人の筆名,フクさん,,1958年,
夕張月子,ゆうばり つきこ,11月7日,兵庫県神戸市,京城高等女学校,姉の芸名尊師の名,ヅケちゃん,,1954年,姉は夕張ゆさ子兄は宝塚歌劇団演出家・鴨川清作
夢野三千代,ゆめの みちよ,8月11日,兵庫県神戸市東灘区,芦屋高等女学校,,,,1952年,
萬代千世子,よろずよ ちよこ,5月15日,大阪府大阪市,扇町高等女学校,母が命名,ノブちゃん,,1954年,
若宮淡紅子,わかみや ときこ,6月5日,大阪府,羽衣高等女学校,父の知人が命名,,,1964年,
