芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
朝城 悠美子,あさしろ ゆみこ,,,,,,,1953年,改名後・矢島悠子（やじま ゆうこ）
朝空 美景,あさぞら みかげ,6月1日,大阪府,四天王寺中学校,この年の勅題,ハーちゃん,,1961年,姉は夕月冴子妹は鮎まち子姪は千種まみ
麻美 淳子,あさみ じゅんこ,3月26日,兵庫県芦屋市,神戸新和高等女学校,,スンコ,,1952年,
薊 美咲子,あざみ みさこ,6月16日,大阪府,成蹊高等女学校,堀正旗が命名,,,1955年,
跡見 昌子,あとみ まさこ,4月24日,東京都,跡見学園,学校名,マーコ,,1954年,
天原 月子,あまはら つきこ,10月21日,大阪府,浪華高等学校,百人一首,坊ちゃん,,1953年,
在明 真澄,ありあけ ますみ,8月30日,大阪府,泉陽高等学校,万葉集,チャー坊,,1963年,
折鶴 千代,おりづる ちよ,1月18日,大阪府,大阪女学院高等学校,,ベイさん,,1956年,姉は三鈴寿子在団中に逝去
香取 良枝,かとり よしえ,7月1日,愛知県名古屋市,明和高等女学校,母校の校長が命名,サッちゃん,,1955年,
清美 正子,きよみ しょうこ,4月5日,山口県,芦屋女子高等学校,「清く正しく美しく」に因む,えっちゃん,,1958年,
呉羽 寿美,くれは すみ,3月18日,東京都,川村女学院,,レーコ,,1959年,
式部 緑,しきぶ みどり,3月21日,東京都,東京都立第三高等女学校,尊敬する上級生が命名,アンちゃん,,1958年,
白雪 式部,しらゆき しきぶ,11月30日,東京都,東京都立第二高等女学校,,タカちゃん,,1968年,改名後・白雪式娘（しらゆき しきめ）
高殿 ゆかり,たかどの ゆかり,3月23日,大阪府,山本高等学校,難波・高津の宮に因む,ガタコ,,1965年,俳優
高羽 千鶴,たかばね ちづる,8月5日,兵庫県神戸市,夢野台高等学校,,トンコ,,1958年,
千早 麗子,ちはや れいこ,12月3日,新潟県,大津高等学校,遠望する千早城,ヨスウヨスイ,,1955年,
千代田 寿子,ちよだ としこ,11月25日,兵庫県芦屋市,芦屋高等学校,千代田城に因み舞踊教師が命名,美子ちゃん,,1956年,
灘 しぶき,なだ しぶき,9月15日,秋田県秋田市,浜松市立高等学校,父が命名,アサコ,,1954年,
長谷川 季子,はせがわ としこ,9月12日,大阪府大阪市南区,嵯峨野中学校,本名,トシちゃん,娘役,1956年,俳優父は長谷川一夫
春風 すみれ,はるかぜ すみれ,1月18日,京都府京都市,平安女学院,上級生が命名,サツ子,,1956年,俳優
春波 静,はるなみ しずか,9月14日,東京都,麹町高等学校,中村吉右衛門が命名,タンちゃん,,1956年,
富士 白雪,ふじ しらゆき,12月10日,兵庫県神戸市,神戸中学校,大和の国の名高き富士と永遠に純潔を表象する白雪に憧れて,,,1960年,
布都美 英子,ふつみ えいこ,5月16日,兵庫県神戸市,岡山山陽女子学園,本籍地,エーコ,,1955年,妹は吉谷光代
豊海 由布子,とよみ ゆうこ,4月21日,大分県別府市,大分女子高等学校,,トモエ,,1959年,改名後・別府由布子（べっぷ ゆうこ）俳優
星空 ひかる,ほしぞら ひかる,6月23日,兵庫県神戸市,夢野台高等学校,,およし,男役,1965年,
真澄 京子,ますみ きょうこ,8月16日,東京都,鷗友学園,,ヨッコ,,1954年,夫は大橋節夫
松山 寿子,まつやま ひさこ,5月15日,愛媛県松山市,松山東雲高等学校,出生地に因み市川寿海が命名,モルちゃん,,1957年,
真利 恵子,まり けいこ,,,,,,,1957年,
毬 るい子,まり るいこ,5月18日,愛知県名古屋市,金城学院,マリー・アントワネットルイ15世,,娘役,1961年,
三上 織絵,みかみ おりえ,1月16日,東京都,上野高等学校,歌・舞・劇の三つに秀で、その上に美しき絵を織りたいとの希望を持って,ユキちゃん,,1956年,
水穂 葉子,みずほ ようこ,7月15日,東京都,お茶の水附属高等学校,東京の親友が命名,アベコベ,,1980年,
美春 洋子,みはる ようこ,5月4日,岐阜県岐阜市,岐阜市立商業高等学校,上級生が命名,キーコ,,1957年,
由狩 しのぶ,ゆかり しのぶ,2月18日,長野県松本市,松本市立高等学校,両親が命名,マーミー,,1953年,俳優・中田康子
