芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
葉山繁,はやま しげる,,茨城県水戸市,,新古今和歌集の源重之の『筑波山 端山茂山 しげけれど 思ひ入るには さはらざりけり』から伯父が命名,,,1945年,
虹麗子,にじ れいこ,,大阪府,,虹、蒼穹に浮かんだ七彩のアーチ華やかに麗しく、然もつゝましげな優美さ,フーちゃんトヰサン,,1943年,
九州美博子,くすみ ひろこ,,,,九州の博多生まれということで家族が命名した後に、「美」を自ら追加した,ナカ,,1940年,
水原蓮子,みずはら れんこ,4月3日,北海道小樽市,小樽高等女学校,澄み渡った水に蓮の花が浮かんでいる光景－その清らかさが何時迄も続く様に、および日蓮上人の御守を受けることを望んで命名,タマエちゃん,男役,1963年,改名後・水原節子（みずはら せつこ）/日本舞踊講師
摩耶道子,まや みちこ,4月9日,東京都,,お釈迦様と同じ誕生月であることから、お釈迦様の母上の摩耶夫人と本名から命名,,,1940年,
櫻山耀子,さくらやま ようこ,,,,実姉が命名,,,1941年,
白峯比良子,しらみね ひらこ,1月30日,滋賀県大津市,滋賀県立大津高等女学校,,木のべ,,1947年,改名後・大見不二子（おおみ ふじこ）
龍見昇,たつみ のぼる,,,,『土地龍王』と書かれた提灯を見て考案した芸名を引田一郎が採用,,,1940年,
羽衣榮津,はごろも えつ,,,,,,,1945年,
上里文子,うえさと ふみこ,,,,本名の文字を使用して友人が命名,,,1939年,
夕波ちどり,ゆうなみ ちどり,,北海道,,吉屋信子が命名,サコちゃん,,1945年,
百木そのふ,ももき そのふ,,,,万葉集から大伴書持の『御園生の百木の梅の散る花の天に飛び上り雪と降りけむ』から音楽学校が命名,,,1939年,
小車しのぶ,おぐるま しのぶ,11月17日,,,謡曲『羽衣』から友人が命名,,,1947年,
峯高美,みね たかみ,,,,『自分の好きな峰の様に高く美しく藝を磨いて行く様に。』と母親が命名,,,1944年,改名後・峯夕美子（みね ゆみこ）
三津まもる,みつ まもる,,,,氏神様の三津神社に守っていただく様に,,,1944年,
千羽眞木子,せんば まきこ,,京都府,,実母が命名,,,1941年,
田毎かつら,たごと かつら,,,,,,,1942年,
東町友恵,ひがしまち ともえ,,,青山学院高等女学部,東京を表す東町と、同志を友とし仁愛の道を以って進むの意味の友恵を組み合わせて父親が命名,マキノ/ヤッちゃん,男役,1945年,
巨勢つばき,こせ つばき,,,,万葉集の『巨勢山の つらつら椿 つらつらに 見つつ偲はな 巨勢の春野を』から引田一郎が命名/　　,,男役,1944年,改名後・呉竹陽子（くれたけ ようこ）
雲上龍子,くものえ たつこ,12月17日,大阪府,,本名を用いて家族が命名,,,1943年,改名後・雲邊龍子（くもべ たつこ）
野々村吹雪,ののむら ふぶき,,,,与謝蕪村の『宿貸せと刀投げ出す吹雪哉』と吹雪に野原で遭遇したと想像して命名,,,1939年,
雪城美沙子,ゆきしろ みさこ,10月20日,兵庫県宝塚市,,平井房人が命名,ツーコ,娘役,1950年,バレエダンサーバレエ指導者・加美早苗
櫻路陽子,さくらじ ようこ,10月23日,愛知県豊橋市,豊橋市立高等女学校,,ヒョウちゃん,,1940年,
双葉由利,ふたば ゆり,6月15日,大阪府大阪市,大谷高等女学校,,ニシしゃん,,1940年,
瑞木千枝,みずき ちえ,,,,,,,1946年,
水門眞砂子,みと まさこ,,,,,,,1940年,
富士川みはる,ふじかわ みはる,,,,宝塚音楽学校で命名,,,1941年,
千晴千代子,ちはる ちよこ,,,,,,,1942年,
江美那智子,えみ なちこ,10月4日,東京都,ウヰルミナ女学校,,,,1939年,改名後・江南那智子（えなみ なちこ）
千峯瀧子,ちみね たきこ,,,,,,,1939年,改名後・千峯滝子（ちみね たきこ）
伊勢渚,いせ なぎさ,,中華民国青島市,,,,娘役,1941年,
豊瑞穂,ゆたか みずほ,,,,,,,1947年,
青葉美登里,あおば みどり,,,,,,,1940年,
菊水鈴子,きくみず すずこ,,,,,,,1944年,
小島磯子,こじま いそこ,,,,,,,1947年,
園田聖子,そのだ せいこ,,,,,,,1940年,
美奈川あきら,みながわ あきら,,,,,,,1940年,
三重はるみ,みえ はるみ,,,,,,,1940年,
葉室水代,はむろ みなよ,,,,家族が命名,ナンちゃん,,1939年,
御民由貴子,みたみ/ ゆきこ,7月12日,兵庫県芦屋市,松蔭高等女学校,,ミヨちゃん,,1941年,
高殿都,たかどの みやこ,,,,,,,1940年,
美園いさみ,みその いさみ,,,,,,,1940年,
琵琶みこと,びわ みこと,,,,枕草子から宝塚音楽学校で命名,,,1940年,改名後・琵琶みやこ（びわ みやこ）
南城美千世,なんじょう みちよ,4月11日,愛媛県松山市,,,ミー坊,,1944年,
紅玉美,くれない たまみ,6月21日,東京都青梅市,東京府立第九高等女學校,,,,1944年,
城戸雅代,きど まさよ,,,,,,,1944年,
丘映子,おか えいこ,,兵庫県神戸市,,,モッちゃん,,1944年,「パルマ美容室」（東京都渋谷区）経営
橋立美子,はしだて よしこ,,,,,,,1944年,
新高美樹子,にいたか みきこ,,,,,,,1944年,
潮路かすみ,しおじ かすみ,2月4日,,,,,男役,1941年,
有馬榮子,ありま えいこ,,,,,,,1945年,
鈴丘笙子,すずおか しょうこ,4月11日,大阪府,,新羅三郎の足柄山訣別の故事,クボちゃん,,1953年,
巴美保子,ともえ みほこ,3月14日,大阪府,樟蔭高等女学校,,,娘役,1945年,高千穂交易創業社長・鍵谷武雄夫人
盾津郷子,たてつ さとこ,,,,,,,1943年,
