芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
四條あかね,しじょう あかね,1月2日,東京都,,,,,1938年,在団中に逝去
楓茂美,かえで しげみ,4月22日,大阪府大阪市 ,,,玉ちゃん,男役,1949年,
深山路子,みやま みちこ,,,,,,,1936年,
楠かほる,くすのき かおる,2月22日,東京都千代田区,東京府立第一高等女学校,香りがする木と本名との組み合わせ,かほちゃん/かほるちゃん,男役,1942年,
碧川襄,みどりかわ ゆずる,1月1日,東京都中央区,,,やち坊,男役,1938年,
桃瀬加寿子,ももせ かずこ,6月9日,大阪府,,,,,1940年,
天城月江,あまぎ つきえ,7月29日,静岡県浜松市,元城校,天城山の月が湖に映っている情景から祖父が命名,スロちゃん,男役,1978年,日本舞踊・花柳禄月江/1950年 - 1951年雪組組長1953年 - 1968年星組組長日本舞踊教師
夕影ほのか,ゆうかげ ほのか,,,,,,,1936年,
水木しのぶ,みずき しのぶ,7月6日,東京都,,,,,1939年,
暁美星,あかつき みほし,7月28日,兵庫県神戸市,,,,,1940年,
狩衣時雨,かりぎぬ しぐれ,9月18日,ロサンゼルス,天王寺高等女学校,両親が考案,サッちゃん,男役,1940年,
三日月美夜子,みかづき みやこ,,京都府,,,,,1937年,歌手・池真理子
厳島美津子,いわしま みつこ,1月19日,島根県,,,,,1938年,
白鳥陽子,しらとり ようこ,,,,,,,1936年,
光村恭子,みつむら きょうこ,2月22日,大韓民国ソウル市,,,,,1938年,
城玲子,じょう れいこ,2月1日,神奈川県横浜市,,,,,1938年,
琴路幾重,ことじ いくえ,3月3日,兵庫県神戸市,,,,,1939年,
乙女松子,おとめ まつこ,9月28日,大阪府東大阪市,,,,,1941年,夫は原健策娘は松原千明孫はすみれ
三芳野衣子,みよしの きぬこ,,,,,,,1944年,
藤戸しをり,ふじと しおり,10月20日,岡山県,,,,,1940年,
里川あきつ,さとかわ あきつ,,,,,,,1937年,
大越とほる,おおこえ とほる,,,,,,,1937年,
川瀬ふじの,かわせ ふじの,7月10日,京都府,,,,,1941年,
桃井京子,ももい きょうこ,1月2日,京都府京都市,,,,,1938年,
櫻路紅美,さくらじ えみ,,,,,,,1936年,
香川冬美,かがわ ふゆみ,3月8日,東京都,實踐女学校,,,男役,1941年,
蒼海千尋,あおうみ ちひろ,5月17日,大阪府,,,,,1940年,
春川ますみ,はるかわ ますみ,8月19日,宮城県登米市,,,にゃんこ,娘役,1939年,
櫻戸春子,さくらど はるこ,9月12日,中華人民共和国山東省青島市,大阪市立扇町高等女学校,,サコちゃん/サコハチ/サコやん,,1939年,
鳳芙蓉,おおとり ふよう,7月19日,中華人民共和国大連市,,,カミムラさん,,1944年,
海路はるか,うなじ はるか,3月19日,広島県,,,,,1939年,
司百合奈,つかさ ゆりな,10月7日,東京都,調布高等女学校,実姉が命名,和ちゃん,娘役,1943年,妹は緑島なみ
熱田美彌子,あつた みやこ,4月21日,東京都,,,,,1938年,
春日千鶴子,かすが ちづこ,4月30日,東京都,,,カツコちゃん,,1941年,演劇評論家・尾崎宏次夫人
鳴海さと江,なるみ さとえ,,,,,,,1937年,
大津明子,おおつ あきこ,,,,,,,1935年,
八洲千代子,やしま ちよこ,10月24日,愛知県名古屋市,,,,,1940年,
小波真帆子,さざなみ まほこ,6月16日,大阪府大阪市,,,,,1940年,改名後・村松緑（むらまつ みどり）
大泉うた子,おおいずみ うたこ,3月15日,広島県,,,村地さん,,1940年,
鶴萬亀子,つる まきこ,3月30日,和歌山県/新宮市,天王寺第四尋常小学校,,マコちゃん,両方,1945年,
川畑敬子,かわばた けいこ,,,,,,,1939年,
萩露子,はぎ つゆこ,9月23日,朝鮮民主主義人民共和国平壌市,,,,,1944年,
春路みちか,はるじ みちか,2月11日,京都府,,,,,1940年,
呉羽あや子,くれは あやこ,1月16日,京都府,,,,,1939年,
